DATE,GOLD_PRICE,SILVER_PRICE,GPRD,GPRD_ACT,GPRD_THREAT,PLATINUM_PRICE,PALLADIUM_PRICE,COPPER_PRICE,ALUMINUM_PRICE,NICKEL_PRICE,ZINC_PRICE
1985-01-22,306.9,6.18,51.76,61.92,34.43,320.13441899283464,69.20265116528074,0.6787224811194694,0.5469895773514475,2.2886183411249386,0.3707752568728598
1985-01-23,300.2,5.97,124.85,82.97,138.42,314.66226500701544,66.59072079709787,0.6776650818258659,0.5391503122828416,2.2723333314088094,0.3755377849288059
1985-01-24,300.8,6.06,83.65,50.04,97.38,312.63672554254555,66.77405320488859,0.6797259337330782,0.5322561818395951,2.3339983111338034,0.373220975083496
1985-01-25,298.8,5.97,70.18,13.99,105.04,311.72644268817476,65.58854728464522,0.6714776559319925,0.5317052444712546,2.3262586611545935,0.37897115987925
1985-01-28,297.7,6.08,101.5,36.8,138.11,307.67196216108624,65.96378799390591,0.6724654751209007,0.5350060891323185,2.2808766250916843,0.37418094497815246
1985-01-29,303.2,6.23,76.81,114.87,47.9,316.07494042622955,66.94529494491546,0.6809379679396032,0.5361939956910674,2.2951363008007184,0.37616576566597587
1985-01-30,302.9,6.21,16.16,0.0,26.87,315.6280178148438,66.47511481839983,0.6873145256143339,0.539704788135202,2.3215513085647252,0.380203659959971
1985-01-31,306.6,6.37,111.48,111.14,119.19,318.89453777360967,69.1673566110678,0.6970354529224977,0.5393126431724333,2.341998958540198,0.38742950886139016
1985-02-01,303.6,6.23,106.61,106.28,88.65,313.69286994442774,67.57114403576718,0.6865754060256594,0.5331511303532052,2.2874416453640345,0.3891074167693117
1985-02-04,301.2,6.16,80.36,89.01,89.09,315.0373790564047,65.2227074763337,0.6801387412679603,0.5247662063445087,2.279049772871679,0.39112382371156174
1985-02-05,302.0,6.17,174.89,123.07,239.52,315.40578775074215,65.82632744278476,0.685866497604955,0.521174590446016,2.300732375433406,0.39716045997721655
1985-02-06,302.8,6.21,124.22,49.54,165.27,314.91790177636324,63.75688126064555,0.6730916732554733,0.5284860180357165,2.332858174235088,0.3979254464495667
1985-02-07,301.6,6.14,130.96,76.8,153.74,312.6062113899474,63.75540993037153,0.6781040288194579,0.526873838419851,2.259435718233546,0.4004358594283951
1985-02-08,299.8,6.08,147.88,103.2,172.16,312.4135634543911,64.3810574228217,0.6696330436002336,0.5174379894177009,2.238962891817012,0.3966679453510572
1985-02-11,300.1,6.09,139.18,111.0,154.31,313.8769671111722,64.53259602229971,0.6666355334638274,0.5175546185650334,2.257130340607711,0.3901606192877952
1985-02-12,302.5,6.22,153.86,126.32,150.52,317.6857902628495,65.13136993204606,0.6805591320306024,0.5167179627385062,2.332560070889478,0.38214300204192647
1985-02-13,303.2,6.26,109.64,140.53,78.14,319.7968219806509,63.08878831033282,0.6807786564283375,0.5147634377645454,2.3767405499085785,0.3888070539474782
1985-02-14,304.1,6.33,80.21,63.97,80.03,327.63149122506996,63.898267201353285,0.6792931086747267,0.5121199646934381,2.3410941954026323,0.3919967030536227
1985-02-15,304.0,6.27,83.96,60.87,88.85,326.2301369345504,64.30423087831758,0.6814787574376692,0.5081320196672269,2.3750058192332975,0.3896989009301056
1985-02-19,302.6,6.19,100.11,72.58,136.21,323.11552261715775,62.720482079569436,0.6793329898120306,0.5058429505493262,2.354203359565088,0.3863840548045583
1985-02-20,302.9,6.21,64.59,36.8,92.07,320.8594447696929,64.84871095895653,0.6746618999841195,0.4976307145822106,2.3509210605102107,0.38407529869933604
1985-02-21,299.8,6.09,85.6,102.4,56.94,319.55884701146,62.79053155141288,0.6735446804606026,0.4912130316538284,2.3276042080983665,0.3777586640299348
1985-02-22,298.4,6.04,157.74,104.84,174.89,321.67030860482356,60.718770452699545,0.6893153534249123,0.4891781814531818,2.333128467405613,0.3735150112750491
1985-02-25,284.2,5.61,100.13,99.82,97.14,306.13302230337115,55.72535971680972,0.6816884352505806,0.4868314580106825,2.3374726733539806,0.36579910450631964
1985-02-26,285.7,5.64,125.18,115.2,112.1,305.20921013346106,56.0859205695002,0.6868788140324017,0.48949340327204865,2.309170490489295,0.3705435607722553
1985-02-27,290.8,5.75,120.73,75.22,150.59,308.1170039174937,57.55256082678943,0.6945225570149988,0.49999156480451284,2.3592656239412357,0.3738919001464313
1985-02-28,287.7,5.65,144.72,144.28,133.71,306.8419756047314,57.282084224151966,0.697735159350849,0.504243503507675,2.3497689021957853,0.36622478925612095
1985-03-01,287.2,5.69,146.57,131.51,134.07,308.5930467935061,56.847267316223835,0.7023691912442183,0.495520425070063,2.3766619168328282,0.3705655066640332
1985-03-04,288.6,5.65,82.61,115.29,68.69,311.77856747964705,56.3872509350447,0.6968595206991923,0.49849515990435894,2.4128796038203126,0.37460487781135104
1985-03-05,287.9,5.68,137.31,102.66,171.26,309.0047072832343,57.03748893888817,0.7003015764880063,0.5026829230876587,2.4061434188067747,0.3749045689281382
1985-03-06,287.4,5.72,179.06,178.51,148.89,309.20049303208896,56.07324509281621,0.7002113711545747,0.5035099232639386,2.428582170703857,0.3748446500679064
1985-03-07,289.6,5.69,132.5,108.78,129.62,311.93161800995756,55.422438013258905,0.7170289675803541,0.49594838082101017,2.482946199975643,0.3777105620393439
1985-03-08,291.0,5.71,91.8,106.77,63.61,314.1286418997954,57.05907272693721,0.7168329156990091,0.4948710984111824,2.4473303668741524,0.37887051074062766
1985-03-11,291.0,5.66,129.74,155.2,115.07,316.8694617960144,57.231903226946535,0.7275303215035599,0.4911754852935025,2.495648556415619,0.3757420452043163
1985-03-12,288.4,5.57,232.91,344.0,143.46,314.7719885974687,57.104896657533,0.7148000506916193,0.4917657485844756,2.4974604244456717,0.3822280363938426
1985-03-13,290.2,5.71,183.18,228.27,177.71,318.8791930073906,58.120937844838856,0.7194920192688079,0.49772337821738927,2.563604560580913,0.3867215439614948
1985-03-14,290.7,5.68,177.46,221.14,122.97,319.6588171792564,57.67877227233294,0.7140594190020063,0.5008725365299534,2.487346996826995,0.38856535909617185
1985-03-15,292.7,5.68,138.34,76.62,191.73,322.78632089204507,57.61244286607531,0.7089234429143971,0.4969687472048121,2.4942587671238026,0.3859705288266032
1985-03-18,298.8,5.87,124.33,123.95,132.93,331.5552541377574,59.61926805104891,0.7222495313494364,0.5030692532563811,2.501027126943709,0.3838961087625787
1985-03-19,316.7,6.21,139.11,138.68,144.59,346.27769386605956,63.03481365844054,0.7329537441383656,0.5102294456243505,2.547003630245865,0.3951793083898355
1985-03-20,324.0,6.36,136.23,128.66,143.09,353.1106931137969,65.0564466496762,0.7393592870051865,0.5177165124970234,2.501663747205986,0.39943948551671093
1985-03-21,318.5,6.35,118.59,110.34,157.78,345.5641457963105,63.71011669460444,0.7276402533155967,0.5141539086271417,2.4717231392618535,0.39946411642691515
1985-03-22,315.5,6.32,102.78,110.34,78.89,340.1937013076155,61.77670061441402,0.7279592630299782,0.513883769212754,2.4503067958854534,0.3937734998237421
1985-03-25,314.6,6.3,75.63,120.63,37.73,338.32821651894824,62.58883893820311,0.7294355996538157,0.5131866963629651,2.4054234250884647,0.3935909079001684
1985-03-26,323.7,6.48,95.39,103.74,72.11,353.2606271721298,63.26256379126828,0.7202800159518824,0.5156260380802056,2.405405827451425,0.3920314928267632
1985-03-27,330.4,6.74,135.94,71.33,166.58,357.47106306072703,65.00819481943878,0.7330460134721724,0.5253116750684294,2.4576641193629123,0.392835210194091
1985-03-28,326.2,6.58,145.02,136.96,165.02,356.3770742675591,64.14519855143566,0.7236287761423699,0.5278940755392224,2.4364880378468734,0.3909751989483088
1985-03-29,329.2,6.67,87.0,26.69,122.42,353.71528844733655,66.21474351433098,0.7440800488839369,0.5310130592065062,2.4851759313405153,0.39804468076885136
1985-04-01,321.1,6.52,90.26,89.98,90.07,343.9472674105765,63.16816685017014,0.7435031779700755,0.5210648250000994,2.535889948370308,0.391682083412437
1985-04-02,318.7,6.42,79.06,94.58,92.04,341.9648022775925,62.06434240388371,0.7494314654783142,0.516702967663303,2.526898410307648,0.38598076409778836
1985-04-03,321.2,6.5,88.79,68.09,124.95,346.65699373073863,62.51398567414954,0.7315157012813359,0.5176289192034882,2.5351964061944194,0.3893108162225736
1985-04-04,316.7,6.43,155.72,127.01,188.34,344.26767890530186,61.71019675033233,0.7420997885867932,0.5184849744599775,2.4582240904889523,0.3906411376650865
1985-04-08,317.5,6.57,149.37,70.08,204.58,347.8740957143236,62.80090964780223,0.743563729605514,0.510579799148137,2.3870864240302896,0.38462169743859054
1985-04-09,323.1,6.67,96.72,96.42,80.42,352.7724765067926,64.39879366113222,0.7380737738110252,0.516473439249658,2.3974004296304496,0.3893008556410499
1985-04-10,327.2,6.7,92.44,107.52,76.87,355.6113840284061,65.35713300970828,0.7452347100223233,0.5125577096925064,2.3851973357403513,0.3956384461220694
1985-04-11,332.2,6.72,115.98,101.17,120.55,364.1116361172112,67.65588215113328,0.761975980321305,0.508539575586718,2.4252598546746746,0.39618996863961914
1985-04-12,329.9,6.68,81.25,37.39,103.94,360.9455159161218,69.53764106568082,0.7459173275670169,0.5123411753864183,2.4526420730502414,0.3960762472718389
1985-04-15,334.2,6.65,45.75,36.49,45.65,361.05514369642145,68.97796081293014,0.7598499257970159,0.5108652874300353,2.458571172287608,0.40136750315343517
1985-04-16,330.5,6.52,135.51,120.09,150.25,353.12283101029976,68.10726279597544,0.7534486216570386,0.510803638574798,2.4573054310180757,0.40292047075964554
1985-04-17,327.3,6.49,91.43,112.18,70.18,346.57941889278135,68.2283279171106,0.7454881243345524,0.5139862382068887,2.412739308279748,0.40122464478301423
1985-04-18,329.7,6.48,77.53,98.37,58.61,350.84832660108043,68.89848069351363,0.7445474377548399,0.5174446068991637,2.43240716881625,0.4009658497136018
1985-04-19,327.0,6.44,37.08,36.97,30.83,348.50631044998875,69.92928697741928,0.7349663848814993,0.5109368157312567,2.3611653825908867,0.4010188178894744
1985-04-22,327.7,6.42,50.96,84.68,28.25,351.6644422640535,69.70845917285803,0.7376125802020804,0.5080932559707954,2.3747534642652712,0.40363508409189075
1985-04-23,326.6,6.31,135.04,95.03,145.32,349.0345350338014,68.2698038839079,0.7388487558415914,0.504457161421724,2.4063925683033593,0.40208955472775526
1985-04-24,322.0,6.16,96.34,73.88,110.92,344.71205715464265,68.17318506993256,0.7432333987867357,0.5041162112614018,2.3117344618839417,0.3969257334632363
1985-04-25,322.5,6.2,136.23,57.18,178.86,347.40986955626806,65.18082582287846,0.7560960862976819,0.5054411413362909,2.2786651622619813,0.3996787689576442
1985-04-26,323.5,6.23,53.62,59.4,49.54,347.43665201311364,64.89081943023298,0.7545745479723085,0.5105761976188564,2.299697581451219,0.4034511681508697
1985-04-29,322.5,6.29,74.16,0.0,123.34,347.9607809574155,67.29321217549759,0.7631612763593923,0.512184084499201,2.3066891951706414,0.40721652577492917
1985-04-30,321.3,6.27,101.56,62.31,116.94,344.4322788793249,67.04091821766673,0.7519496594531618,0.5158468035986883,2.3115128990261016,0.4048743919310869
1985-05-01,312.5,6.16,88.73,58.97,122.97,333.87785770379173,65.3545907789843,0.7482626666113688,0.511110464756466,2.2411963043136596,0.4079738550657033
1985-05-02,313.2,6.18,164.91,85.78,214.64,333.3799754238961,64.48177668980227,0.7398067890379115,0.5095252766260208,2.291195581998434,0.41867264435186674
1985-05-03,312.7,6.21,106.86,82.86,118.47,328.95562801445794,64.34202801893731,0.7346937589656671,0.5018394751107658,2.300055912588799,0.4149397768995803
1985-05-06,309.9,6.14,110.7,50.94,155.78,327.62463946188774,63.53816296873287,0.7370249242184448,0.49738499967811783,2.295049002049797,0.41497183276556077
1985-05-07,313.5,6.27,130.76,115.87,144.97,329.8905021670978,66.42516154623713,0.7347975583900379,0.49077212463181646,2.3347124620564443,0.4191145292620684
1985-05-08,312.8,6.28,98.46,112.18,116.96,329.2199931299646,65.14187268382486,0.7383958731250743,0.4864686207878716,2.353630339859161,0.40978586507923
1985-05-09,315.1,6.36,106.86,106.53,99.96,333.22758884173675,62.70404090489494,0.7287098873781553,0.4937835957879195,2.382709296697993,0.40888714212553473
1985-05-10,314.5,6.32,87.5,62.31,93.55,334.09122263570936,63.00050296301859,0.7223259922486631,0.4943585078026915,2.375611266521494,0.4031612135583113
1985-05-13,321.0,6.52,97.69,106.24,73.85,343.22538525681324,66.18815011167506,0.7336762138974687,0.49681332078188545,2.3874847442896066,0.4033760258776049
1985-05-14,326.5,6.65,108.1,76.98,141.26,348.74975285610003,66.70187707967291,0.7523476247211277,0.4981180568436773,2.3407142548546824,0.399574520590265
1985-05-15,322.7,6.54,88.43,108.5,67.87,343.2971899702505,63.833317395018476,0.7386529504675993,0.49419787953478006,2.3560853361683005,0.3954817750543633
1985-05-16,320.1,6.51,96.11,51.1,127.87,340.30175189485544,62.11969900184682,0.7495410670796796,0.4926325637355782,2.404316989933843,0.3934285303382066
1985-05-17,322.5,6.51,142.41,135.8,164.76,337.1801196344688,63.10999292531804,0.7544882349887677,0.4979497749871844,2.3632118007550567,0.3925774854751662
1985-05-20,323.3,6.39,108.75,116.75,97.38,333.22546801052533,62.69373125718028,0.7753362664397976,0.4932431180440572,2.378778730942661,0.39745543642087994
1985-05-21,314.9,6.17,110.16,141.19,78.51,320.4208550029014,60.89294998281858,0.7636438066867024,0.4869998258835681,2.3429527864720607,0.39309931315125424
1985-05-22,316.3,6.18,139.31,154.32,128.72,318.6953300905525,58.82104952597341,0.7608741448945695,0.4832054198724826,2.3176109203572617,0.3961049629055565
1985-05-23,315.4,6.12,115.87,81.54,147.36,319.07423268128423,58.121676303429496,0.7628531806294607,0.4811425282870068,2.2944460568826504,0.3973826434528733
1985-05-24,314.7,6.11,92.94,66.18,110.4,315.5500552289684,58.75177802830859,0.7528215442960425,0.49238353437372906,2.230536529731967,0.39632046326194614
1985-05-28,311.3,6.02,121.72,173.35,57.84,311.0160778339059,57.775578638250174,0.7503351546293385,0.4994610869768458,2.241658809995357,0.3939890298527127
1985-05-29,312.0,6.2,54.87,68.37,57.03,315.7647634868981,56.93506634937576,0.7506589573513206,0.5087416312818609,2.2361625071160875,0.397589408238098
1985-05-30,314.6,6.15,86.3,79.42,88.32,317.27837630052824,58.50306534674106,0.7651200623880818,0.5035156553424642,2.2600156009230536,0.40140598559145135
1985-05-31,314.0,6.21,107.06,75.34,136.15,319.0171311700521,59.356553243565834,0.7675726631400125,0.4966830731912856,2.302142441939956,0.40609889107999103
1985-06-03,318.1,6.07,120.02,111.67,106.45,320.20345606231274,59.7693329225743,0.7611722455217769,0.5024360328294235,2.3315646294168606,0.4041483037414632
1985-06-04,315.7,6.1,77.94,93.24,51.85,317.1774745809873,58.52412666522023,0.7473627078499274,0.49715852293897844,2.286020956005015,0.4047727941616736
1985-06-05,314.2,6.1,103.98,103.66,86.46,312.74549656601346,59.47658155446796,0.7377085650153532,0.49790069743076315,2.320937449093446,0.40354820573318845
1985-06-06,314.8,6.13,99.95,99.64,94.98,312.30881828056016,59.0583309146975,0.7211910873421093,0.49174744063211584,2.3195657127910776,0.4041627050244325
1985-06-07,314.3,6.14,114.46,80.55,134.37,314.43974799517446,58.791972957147365,0.7032279159233722,0.49664902320971815,2.3193915012936723,0.4071759601771088
1985-06-10,312.0,6.09,148.19,156.43,144.97,306.8816964806629,60.100625048828576,0.718218227181999,0.49512989414875425,2.2815435338748222,0.4132719238551619
1985-06-11,315.0,6.16,106.12,90.68,100.85,311.16779910332133,60.95080327939512,0.7145587520855163,0.4944121320974038,2.2908302234567404,0.4079508847904949
1985-06-12,314.5,6.18,120.84,127.56,106.4,311.4284384958054,60.33772847285453,0.7247891672172682,0.5072403214582802,2.269673259565093,0.4041278720276578
1985-06-13,313.7,6.14,128.89,128.5,107.18,308.83939358989704,58.196596882184544,0.7179022844960534,0.5077193874847397,2.2360503736524016,0.4080959586545252
1985-06-14,318.2,6.23,112.63,105.68,110.18,308.8091670268086,59.1827828069075,0.7192674638396019,0.5044189946289774,2.226681752796321,0.41180580240537107
1985-06-17,318.9,6.28,133.57,230.81,59.24,309.72455413057327,59.24628053761219,0.7060585163353305,0.5003381538898922,2.265693285840585,0.4193866111619189
1985-06-18,323.7,6.39,258.32,287.82,265.34,312.73272576129114,59.63240274789947,0.7213676455073681,0.5077482574153774,2.317039002235951,0.4255078650753452
1985-06-19,325.4,6.36,165.63,201.01,203.59,315.109027908881,60.932314501539054,0.7199151388696925,0.5038139767519015,2.2924097029120274,0.42713969794542933
1985-06-20,318.1,6.2,246.39,300.22,204.88,308.1709100019806,58.107433526963916,0.726522187646423,0.5080915080821216,2.2401327353304388,0.42654259483261375
1985-06-21,313.4,6.15,213.71,288.25,125.44,308.5181464163599,55.63307833202114,0.7159425432628688,0.5004272534491565,2.228663679743479,0.4342513615204426
1985-06-24,314.6,6.15,230.51,323.43,170.38,308.9784283897253,55.14043648460304,0.7280152186746246,0.5014527621683593,2.197006878814994,0.43293433914994184
1985-06-25,315.5,6.15,205.66,307.54,146.58,306.7529782109418,55.270866792297575,0.7417037457405681,0.49593633952969446,2.1732061933120383,0.433569728442098
1985-06-26,316.7,6.17,170.89,183.47,185.82,308.47833020344365,54.10001420558135,0.7303032532486529,0.5006929675202425,2.1961599678232684,0.42753135608769344
1985-06-27,315.0,6.14,204.3,232.77,194.15,307.52119255696977,52.68914348285541,0.7324828608511543,0.5050369746312768,2.250323720913854,0.42506476457573233
1985-06-28,317.7,6.14,198.24,216.76,223.34,314.3599255511795,52.42336105340832,0.7267038932775076,0.5077005978611696,2.276153128516115,0.42730437165696417
1985-07-01,313.9,6.04,255.47,322.6,254.92,313.2216061652418,51.634427836924864,0.7132674918023935,0.5043300287925443,2.264071836317419,0.42473432824623275
1985-07-02,308.2,5.91,222.37,275.2,242.29,308.6778624863148,49.92136524525523,0.7084571377008543,0.498470106097164,2.251696257150521,0.42330561423473095
1985-07-03,310.3,5.91,142.72,194.7,87.44,315.32070455054446,51.08317608169372,0.7174257705138996,0.4976517854937606,2.2645577159391883,0.4181823635536964
1985-07-08,309.2,6.01,112.29,93.29,124.5,310.5544572052852,48.95657606983061,0.7276461195762766,0.4906206011302419,2.244108965705765,0.4162843433115809
1985-07-09,314.8,6.04,153.03,161.53,149.7,314.16671667372844,50.236763174480146,0.7307462419393753,0.4884121989458864,2.2744751621137405,0.41863945863102753
1985-07-10,314.8,6.05,197.09,226.71,163.88,311.3183690332667,49.6643938955993,0.739263059527314,0.4934781011126478,2.2717058297954575,0.4186017624449675
1985-07-11,313.5,6.05,150.91,195.58,112.94,308.8665533578636,49.74483206121407,0.7427743300609337,0.48996773733252813,2.2846771580632304,0.42484413052590925
1985-07-12,312.6,6.06,174.69,258.0,107.6,303.83671026649307,51.18186600101102,0.7417736023432565,0.4889047365756046,2.2845817305059444,0.4165066529337706
1985-07-15,315.8,6.07,136.8,116.9,130.01,308.88168177289253,51.63693306769079,0.7371079371184246,0.4958548443068503,2.3337278420752487,0.42225786825788875
1985-07-16,321.7,6.18,108.47,116.46,97.14,313.94337986669564,52.82719641417934,0.7436881079625758,0.4990785055223674,2.3787607686846197,0.42793578920777153
1985-07-17,325.6,6.26,90.34,30.02,125.2,313.1527751850417,54.23005207741714,0.7789740950434684,0.5001522929235092,2.403114073556621,0.42094141541828645
1985-07-18,320.0,6.14,122.97,137.92,115.04,304.74208154356404,51.91726089835923,0.7645858335516158,0.5024949426592332,2.3669544944677545,0.4139864434235805
1985-07-19,318.9,6.13,104.27,127.94,80.03,304.6641835105566,52.213693695463704,0.7619115111883971,0.5038140099114147,2.4236331863298246,0.4157090507336954
1985-07-22,317.2,6.08,133.74,225.63,51.33,305.59393624015195,52.534574502268114,0.7522396106079302,0.5045418986642028,2.482569560149044,0.4224995023267454
1985-07-23,322.5,6.13,167.2,145.85,191.16,316.88710307378676,53.32868195014882,0.7701289010466359,0.5070875816743674,2.5509630896517144,0.4210516856161469
1985-07-24,317.7,6.06,145.21,199.05,120.75,321.3555338998464,52.92792369595627,0.7811837163539898,0.5116370091541576,2.568628147886759,0.4178738913668462
1985-07-25,317.4,6.09,81.19,80.94,94.52,322.393740382691,52.905891334399506,0.7931346582812938,0.5191496274879532,2.5199310312022494,0.41824338157746993
1985-07-26,316.9,6.12,82.4,82.15,82.22,318.77208071654377,52.05872744772392,0.8110766883043776,0.5073689221326391,2.5219872024802377,0.41295041348371875
1985-07-29,326.5,6.36,120.96,129.87,123.8,321.5295074636041,52.5953010692369,0.8213439984165236,0.5199636448791575,2.6768192512764513,0.4186530204915022
1985-07-30,325.2,6.27,124.1,114.2,111.13,321.12733566574923,53.149787083257834,0.8360227250014934,0.5229424726809345,2.6454382765228375,0.42457253093410696
1985-07-31,327.5,6.27,106.54,96.56,96.65,320.8125268479814,55.124645311615694,0.830648582604289,0.5219641472361781,2.6176471160488357,0.4232654419813131
1985-08-01,322.1,6.19,140.76,149.68,124.85,314.28177873251093,53.302945056384424,0.8394883726987487,0.5238230079306885,2.606479793217775,0.4150896543443812
1985-08-02,320.5,6.18,75.1,66.55,97.14,310.8613552158138,53.253192850871336,0.8522492913442126,0.5159139072991208,2.5097064644964253,0.4156473941780231
1985-08-05,323.7,6.17,62.5,62.31,51.97,313.5275176004726,52.690429105730864,0.8498368215084634,0.5183446522732409,2.5318907161385393,0.4169470300450801
1985-08-06,320.0,6.11,116.64,93.02,135.79,313.2738949884931,51.52178949760337,0.8547636573109472,0.5223919409360827,2.52107933906767,0.4072170101044941
1985-08-07,321.1,6.14,95.39,69.16,100.95,314.85253263486914,51.21911354534159,0.8453268919443937,0.5211207576987485,2.499042986355857,0.4123774273109123
1985-08-08,322.7,6.15,42.04,50.29,41.95,315.93468900849587,50.45808162997053,0.833411536437279,0.5103495414790011,2.557067967514721,0.4174045152390853
1985-08-09,321.6,6.12,95.79,111.41,79.65,311.6733552618453,50.128599311069394,0.8186427367879274,0.5102972125663907,2.520152418344486,0.4178338546804272
1985-08-12,326.9,6.28,120.63,129.5,108.02,311.5887853983357,51.854506503947356,0.8140627870200859,0.5110690692315191,2.5471419441479903,0.42081534723522634
1985-08-13,326.7,6.26,76.64,101.87,56.65,309.9236380649163,52.23683428607976,0.8029729868939326,0.5177614351405126,2.507964454850545,0.4211407555700579
1985-08-14,326.0,6.27,101.09,108.53,77.59,309.11866588726315,51.5873552627568,0.8010621002338109,0.5217729388327899,2.4917717914271713,0.42053814006691237
1985-08-15,331.3,6.31,53.31,45.55,50.66,319.6760907933625,53.74110723170152,0.8234404079706215,0.5334750413083902,2.5410344185019027,0.4240901629237744
1985-08-16,335.3,6.39,59.29,59.1,49.3,323.94841384804243,54.606369702453605,0.8253369006710716,0.5355143874257061,2.491210426946291,0.4206004288783102
1985-08-19,341.1,6.34,104.41,94.62,110.5,332.7570791057303,57.3195303250755,0.8234027660376119,0.5414163302434326,2.5768397427350003,0.4221849259853935
1985-08-20,334.4,6.27,83.44,116.46,55.51,324.67475402785425,54.75254636924116,0.8224673397936095,0.5421134913028923,2.520018569056061,0.418257847928482
1985-08-21,335.9,6.29,167.72,234.09,125.52,322.33967910372365,57.82545266861327,0.8216087875990429,0.539694745249725,2.5494524050650376,0.4222235114352394
1985-08-22,335.5,6.29,108.1,76.98,115.57,318.9176393311667,57.5032574346231,0.8219070223856739,0.5411981464570936,2.6099778332280414,0.42355709029912814
1985-08-23,334.8,6.2,72.01,95.72,39.92,316.0001860140937,56.165953741621074,0.8248072955013627,0.5541383402918598,2.644463729574954,0.42283353642556876
1985-08-26,337.6,6.3,70.29,70.08,58.45,325.4295150775812,55.621495581156935,0.8320156288900084,0.5525634345224186,2.6025544313291746,0.4235481201271502
1985-08-27,336.0,6.31,112.29,111.94,93.37,321.2948622616196,56.12890724918306,0.8234213313505112,0.5550345165573844,2.691326816180151,0.43019497852104494
1985-08-28,340.9,6.35,77.76,77.52,77.59,328.68678286880566,57.86479243452192,0.8262696545985703,0.5566639173084091,2.7764097183381304,0.4341770095942355
1985-08-29,337.2,6.29,131.63,102.06,133.77,322.2697763279732,57.869159872974606,0.831100989243746,0.5595675885142115,2.833316040303037,0.43263060383885066
1985-08-30,333.2,6.26,65.11,32.46,81.21,321.44137429504497,57.609021381602766,0.8228329915545055,0.5538812077906254,2.780300879365576,0.42003280215992644
1985-09-03,328.2,6.15,84.94,150.54,15.7,317.87731302556494,55.49742533587867,0.814764026173825,0.5592551811422715,2.742414824560766,0.42022455892844246
1985-09-04,326.0,6.04,66.42,99.32,27.61,315.2908345067976,54.87689780534553,0.8150584762264557,0.5579885534903303,2.7038967779589056,0.4139770002144159
1985-09-05,326.0,6.04,59.82,74.55,37.31,315.1834231438569,52.719254995380886,0.8189412182888839,0.5568885151848484,2.725491608592312,0.4161676255357429
1985-09-06,317.6,6.09,89.34,54.81,102.87,305.1491249466073,50.37295905951629,0.8061731775196116,0.5508962587974486,2.723311408747402,0.416248235162392
1985-09-09,319.6,6.1,84.94,94.08,78.48,308.4362342051699,51.250246733396025,0.8136609057405849,0.5540121630704868,2.7152239274742125,0.4048341147812443
1985-09-10,321.6,6.03,120.02,63.81,146.37,308.97887926401177,49.95153680272324,0.8157306251374463,0.5503240491210789,2.7809331626571256,0.408072057159081
1985-09-11,321.0,6.05,151.95,90.89,176.89,304.70689496034254,51.82263988015062,0.8024102686540344,0.5545932846688919,2.823705841550066,0.41666758187455893
1985-09-12,319.5,6.03,73.61,73.39,73.45,299.4991242030573,52.60287394365847,0.8066900663204638,0.5507582209740061,2.8274856466214344,0.41516433546463727
