Order_Date,customer_id,Sales,Category,Device,Country,State
2023-03-03,CUST_0256,199.78,Beauty,Tablet,Canada,New South Wales
2023-03-03,CUST_0228,493.55,Home & Garden,Tablet,Australia,New York
2023-03-03,CUST_0206,65.28,Clothing,Desktop,United States,California
2023-03-03,CUST_0245,403.86,Home & Garden,Desktop,United States,Queensland
2023-03-03,CUST_0483,19.5,Electronics,Tablet,United States,New York
2023-03-03,CUST_0073,418.39,Electronics,Desktop,Canada,New South Wales
2023-03-03,CUST_0498,425.01,Clothing,Tablet,Canada,Ontario
2023-03-03,CUST_0688,469.04,Books,Mobile,United Kingdom,British Columbia
2023-03-03,CUST_0470,37.69,Sports,Tablet,United States,New York
2023-03-04,CUST_0619,255.9,Clothing,Mobile,Canada,Florida
2023-03-04,CUST_0629,384.48,Sports,Desktop,Australia,British Columbia
2023-03-04,CUST_0310,157.16,Clothing,Desktop,United Kingdom,California
2023-03-04,CUST_0207,495.63,Home & Garden,Desktop,Australia,Florida
2023-03-04,CUST_0273,336.01,Toys,Desktop,United States,Florida
2023-03-04,CUST_0535,194.08,Sports,Mobile,Australia,Queensland
2023-03-04,CUST_0520,48.98,Clothing,Mobile,Canada,Florida
2023-03-04,CUST_0544,330.87,Beauty,Mobile,United Kingdom,New York
2023-03-04,CUST_0002,337.18,Sports,Mobile,Australia,New South Wales
2023-03-04,CUST_0230,105.14,Beauty,Tablet,United States,Texas
2023-03-04,CUST_0154,73.57,Toys,Tablet,Canada,British Columbia
2023-03-04,CUST_0498,34.08,Sports,Tablet,United Kingdom,New York
2023-03-04,CUST_0561,193.39,Home & Garden,Desktop,Canada,Florida
2023-03-04,CUST_0251,404.8,Electronics,Tablet,Canada,New York
2023-03-04,CUST_0627,46.46,Clothing,Desktop,Australia,Ontario
2023-03-04,CUST_0549,95.85,Books,Mobile,Australia,Queensland
2023-03-04,CUST_0154,257.85,Home & Garden,Mobile,Canada,Ontario
2023-03-04,CUST_0495,272.77,Beauty,Mobile,Canada,Florida
2023-03-04,CUST_0554,200.44,Electronics,Desktop,Canada,New South Wales
2023-03-04,CUST_0384,364.37,Sports,Mobile,United Kingdom,New South Wales
2023-03-05,CUST_0575,64.82,Beauty,Desktop,United States,British Columbia
2023-03-05,CUST_0683,450.47,Home & Garden,Mobile,Canada,Texas
2023-03-05,CUST_0550,425.11,Home & Garden,Desktop,United Kingdom,British Columbia
2023-03-05,CUST_0706,15.79,Clothing,Mobile,United States,British Columbia
2023-03-05,CUST_0353,415.23,Sports,Tablet,Canada,New South Wales
2023-03-05,CUST_0313,254.9,Beauty,Mobile,United Kingdom,Florida
2023-03-05,CUST_0364,59.66,Home & Garden,Desktop,United States,New York
2023-03-05,CUST_0085,83.52,Home & Garden,Mobile,United States,New York
2023-03-05,CUST_0055,350.45,Beauty,Mobile,Canada,New York
2023-03-05,CUST_0398,275.47,Beauty,Mobile,United Kingdom,Texas
2023-03-05,CUST_0018,154.38,Clothing,Tablet,United States,New York
2023-03-05,CUST_0264,163.99,Beauty,Tablet,United Kingdom,New South Wales
2023-03-05,CUST_0273,315.68,Sports,Desktop,United States,Florida
2023-03-05,CUST_0623,401.85,Home & Garden,Mobile,United Kingdom,Texas
2023-03-05,CUST_0129,323.07,Toys,Desktop,Canada,Queensland
2023-03-05,CUST_0170,35.06,Clothing,Mobile,Canada,Florida
2023-03-05,CUST_0426,126.4,Sports,Tablet,United States,Queensland
2023-03-05,CUST_0740,457.62,Electronics,Tablet,Canada,British Columbia
2023-03-05,CUST_0446,199.4,Sports,Tablet,Canada,New South Wales
2023-03-06,CUST_0088,239.75,Toys,Mobile,Australia,Florida
2023-03-06,CUST_0377,68.8,Electronics,Desktop,Australia,Florida
2023-03-06,CUST_0281,57.99,Clothing,Mobile,United States,Texas
2023-03-06,CUST_0641,413.73,Clothing,Tablet,United Kingdom,New York
2023-03-06,CUST_0603,121.29,Beauty,Tablet,United States,California
2023-03-06,CUST_0766,105.96,Books,Tablet,Canada,California
2023-03-06,CUST_0331,290.32,Home & Garden,Mobile,Canada,New South Wales
2023-03-06,CUST_0784,392.22,Toys,Tablet,United States,California
2023-03-06,CUST_0476,110.41,Clothing,Tablet,United States,Texas
2023-03-06,CUST_0125,278.39,Toys,Mobile,Canada,British Columbia
2023-03-06,CUST_0718,339.83,Beauty,Tablet,United States,New York
2023-03-06,CUST_0210,122.56,Clothing,Desktop,United Kingdom,New South Wales
2023-03-06,CUST_0374,224.39,Home & Garden,Desktop,Australia,British Columbia
2023-03-06,CUST_0527,79.37,Toys,Tablet,Canada,Florida
2023-03-06,CUST_0333,30.93,Clothing,Desktop,United States,California
2023-03-06,CUST_0624,155.54,Books,Tablet,United Kingdom,New South Wales
2023-03-06,CUST_0030,333.03,Home & Garden,Desktop,Canada,Ontario
2023-03-06,CUST_0088,430.55,Clothing,Tablet,United States,Texas
2023-03-06,CUST_0414,299.41,Toys,Tablet,United Kingdom,California
2023-03-06,CUST_0598,424.98,Sports,Mobile,United Kingdom,New South Wales
2023-03-07,CUST_0106,291.29,Home & Garden,Mobile,Australia,British Columbia
2023-03-07,CUST_0433,266.14,Electronics,Mobile,Canada,California
2023-03-07,CUST_0391,69.76,Toys,Tablet,Canada,New South Wales
2023-03-07,CUST_0070,211.51,Sports,Desktop,Australia,British Columbia
2023-03-07,CUST_0146,336.36,Home & Garden,Mobile,United States,New York
2023-03-07,CUST_0572,178.05,Books,Mobile,Australia,New York
2023-03-07,CUST_0599,137.12,Beauty,Tablet,Australia,Queensland
2023-03-07,CUST_0010,370.89,Books,Tablet,United States,New York
2023-03-07,CUST_0246,232.07,Books,Desktop,Canada,British Columbia
2023-03-07,CUST_0034,112.83,Home & Garden,Desktop,Canada,Texas
2023-03-07,CUST_0412,11.83,Home & Garden,Mobile,Canada,New York
2023-03-07,CUST_0749,78.83,Books,Tablet,United States,British Columbia
2023-03-07,CUST_0635,239.35,Electronics,Tablet,Canada,Florida
2023-03-08,CUST_0405,139.58,Electronics,Mobile,United Kingdom,Ontario
2023-03-08,CUST_0135,185.54,Toys,Desktop,United Kingdom,California
2023-03-08,CUST_0419,463.46,Home & Garden,Desktop,Canada,Florida
2023-03-08,CUST_0302,232.39,Clothing,Mobile,United States,California
2023-03-08,CUST_0375,222.85,Toys,Tablet,Canada,New York
2023-03-08,CUST_0390,158.34,Electronics,Tablet,United States,British Columbia
2023-03-08,CUST_0249,84.22,Electronics,Desktop,Australia,New South Wales
2023-03-08,CUST_0474,463.85,Toys,Tablet,United Kingdom,Ontario
2023-03-08,CUST_0297,139.86,Beauty,Tablet,Canada,New York
2023-03-08,CUST_0322,434.72,Sports,Tablet,Canada,New York
2023-03-08,CUST_0522,290.79,Home & Garden,Tablet,Canada,Ontario
2023-03-08,CUST_0597,76.03,Toys,Tablet,Australia,New York
2023-03-08,CUST_0669,480.46,Toys,Tablet,Australia,New York
2023-03-09,CUST_0487,190.5,Beauty,Desktop,Australia,Ontario
2023-03-09,CUST_0323,481.12,Sports,Desktop,Australia,Texas
2023-03-09,CUST_0263,273.32,Toys,Tablet,United States,New South Wales
2023-03-09,CUST_0373,157.95,Books,Tablet,United States,Queensland
2023-03-09,CUST_0661,44.03,Electronics,Mobile,United Kingdom,Ontario
2023-03-09,CUST_0025,25.24,Electronics,Desktop,Canada,Texas
2023-03-09,CUST_0769,115.63,Toys,Tablet,Canada,Queensland
2023-03-09,CUST_0279,289.09,Beauty,Desktop,Australia,Florida
2023-03-09,CUST_0271,267.65,Beauty,Tablet,Canada,New York
2023-03-09,CUST_0140,75.88,Home & Garden,Tablet,United States,Florida
2023-03-09,CUST_0592,270.33,Clothing,Tablet,United Kingdom,New York
2023-03-09,CUST_0630,387.84,Home & Garden,Tablet,Australia,British Columbia
2023-03-09,CUST_0571,319.0,Electronics,Tablet,Australia,British Columbia
2023-03-09,CUST_0626,239.64,Toys,Mobile,Canada,California
2023-03-09,CUST_0333,205.87,Toys,Mobile,Canada,Ontario
2023-03-10,CUST_0501,64.82,Books,Mobile,Canada,California
2023-03-10,CUST_0414,121.92,Beauty,Desktop,Canada,California
2023-03-10,CUST_0670,240.9,Sports,Desktop,Canada,New York
2023-03-10,CUST_0344,308.18,Sports,Mobile,Australia,Florida
2023-03-10,CUST_0231,357.41,Clothing,Desktop,United Kingdom,Queensland
2023-03-10,CUST_0341,209.59,Beauty,Desktop,Australia,New South Wales
2023-03-10,CUST_0022,278.79,Home & Garden,Desktop,United Kingdom,New South Wales
2023-03-10,CUST_0778,461.58,Toys,Desktop,Australia,Florida
2023-03-10,CUST_0177,372.43,Books,Mobile,Australia,New York
2023-03-10,CUST_0677,234.25,Sports,Tablet,United Kingdom,New York
2023-03-10,CUST_0694,445.25,Sports,Tablet,United States,New York
2023-03-10,CUST_0602,145.82,Toys,Desktop,Canada,British Columbia
2023-03-10,CUST_0290,238.39,Clothing,Tablet,United States,Florida
2023-03-10,CUST_0409,51.52,Sports,Desktop,United Kingdom,California
2023-03-10,CUST_0558,10.13,Electronics,Mobile,Canada,New York
2023-03-11,CUST_0205,314.45,Clothing,Desktop,Australia,Texas
2023-03-11,CUST_0670,33.64,Electronics,Mobile,Australia,New South Wales
2023-03-11,CUST_0483,431.3,Sports,Desktop,Canada,Ontario
2023-03-11,CUST_0761,381.63,Beauty,Tablet,United Kingdom,Florida
2023-03-11,CUST_0494,383.35,Home & Garden,Desktop,United Kingdom,New York
2023-03-11,CUST_0718,202.96,Toys,Tablet,Australia,Texas
2023-03-11,CUST_0111,71.8,Books,Tablet,United States,Florida
2023-03-11,CUST_0758,221.55,Books,Desktop,United States,Queensland
2023-03-11,CUST_0175,297.23,Toys,Mobile,Australia,New York
2023-03-11,CUST_0459,485.45,Beauty,Tablet,United Kingdom,British Columbia
2023-03-11,CUST_0526,255.45,Electronics,Mobile,Canada,New York
2023-03-11,CUST_0646,391.23,Books,Desktop,Australia,New South Wales
2023-03-11,CUST_0270,256.54,Sports,Desktop,Australia,Queensland
2023-03-11,CUST_0253,467.78,Clothing,Mobile,United Kingdom,Florida
2023-03-11,CUST_0390,13.38,Sports,Tablet,United States,British Columbia
2023-03-12,CUST_0004,489.46,Home & Garden,Tablet,Australia,New South Wales
2023-03-12,CUST_0548,101.11,Electronics,Mobile,United Kingdom,New York
2023-03-12,CUST_0201,50.96,Toys,Mobile,United States,New South Wales
2023-03-12,CUST_0433,67.06,Clothing,Tablet,Australia,Queensland
2023-03-12,CUST_0602,288.11,Electronics,Desktop,Canada,British Columbia
2023-03-12,CUST_0411,100.13,Beauty,Mobile,United States,New South Wales
2023-03-12,CUST_0380,374.05,Toys,Tablet,Australia,Florida
2023-03-12,CUST_0707,78.83,Toys,Desktop,United Kingdom,British Columbia
2023-03-12,CUST_0619,78.73,Beauty,Mobile,Australia,New South Wales
2023-03-12,CUST_0176,284.38,Sports,Tablet,United States,British Columbia
2023-03-12,CUST_0156,281.32,Books,Desktop,Canada,New South Wales
2023-03-12,CUST_0232,222.6,Books,Mobile,United Kingdom,Queensland
2023-03-12,CUST_0197,337.65,Home & Garden,Mobile,United Kingdom,New South Wales
2023-03-12,CUST_0436,315.39,Electronics,Desktop,United Kingdom,Texas
2023-03-12,CUST_0217,291.92,Sports,Desktop,Australia,Queensland
2023-03-12,CUST_0052,461.47,Toys,Tablet,United Kingdom,Florida
2023-03-12,CUST_0251,253.58,Clothing,Mobile,Canada,New South Wales
2023-03-12,CUST_0352,332.39,Sports,Desktop,United Kingdom,Florida
2023-03-12,CUST_0606,443.51,Electronics,Tablet,Canada,New South Wales
2023-03-12,CUST_0071,106.99,Books,Mobile,Australia,Ontario
2023-03-12,CUST_0743,116.02,Clothing,Mobile,United Kingdom,Texas
2023-03-12,CUST_0660,292.18,Electronics,Desktop,United States,California
2023-03-12,CUST_0738,376.42,Clothing,Tablet,Canada,New South Wales
2023-03-12,CUST_0523,215.07,Clothing,Mobile,Australia,British Columbia
2023-03-13,CUST_0420,124.17,Books,Tablet,United States,British Columbia
2023-03-13,CUST_0316,206.8,Toys,Desktop,Australia,British Columbia
2023-03-13,CUST_0586,495.23,Clothing,Tablet,Australia,Texas
2023-03-13,CUST_0769,122.21,Beauty,Mobile,United Kingdom,Florida
2023-03-13,CUST_0383,167.7,Toys,Mobile,United Kingdom,Florida
2023-03-13,CUST_0505,338.12,Beauty,Mobile,United States,California
2023-03-13,CUST_0524,161.85,Clothing,Desktop,United Kingdom,Florida
2023-03-13,CUST_0410,373.53,Books,Tablet,United Kingdom,California
2023-03-13,CUST_0365,383.95,Toys,Mobile,United Kingdom,California
2023-03-13,CUST_0586,279.7,Sports,Mobile,United Kingdom,Ontario
2023-03-13,CUST_0697,381.52,Sports,Desktop,United Kingdom,New South Wales
2023-03-13,CUST_0338,314.36,Clothing,Mobile,United States,California
2023-03-13,CUST_0541,178.92,Toys,Tablet,Australia,Queensland
2023-03-13,CUST_0261,239.22,Toys,Mobile,United Kingdom,British Columbia
2023-03-14,CUST_0100,111.41,Beauty,Mobile,United States,Queensland
2023-03-14,CUST_0695,486.32,Home & Garden,Tablet,United Kingdom,New York
2023-03-14,CUST_0337,149.3,Beauty,Desktop,Australia,British Columbia
2023-03-14,CUST_0751,351.1,Home & Garden,Mobile,United States,Texas
2023-03-14,CUST_0573,479.17,Home & Garden,Desktop,Canada,Ontario
2023-03-14,CUST_0501,191.07,Books,Tablet,Australia,Queensland
2023-03-14,CUST_0658,482.73,Clothing,Desktop,Canada,Queensland
2023-03-14,CUST_0782,199.28,Beauty,Mobile,United States,British Columbia
2023-03-14,CUST_0375,476.3,Home & Garden,Tablet,United Kingdom,New South Wales
2023-03-14,CUST_0551,179.94,Beauty,Tablet,Canada,Texas
2023-03-14,CUST_0376,136.91,Toys,Desktop,Australia,California
2023-03-14,CUST_0129,394.04,Clothing,Tablet,United States,British Columbia
2023-03-14,CUST_0083,482.05,Clothing,Tablet,United Kingdom,Queensland
2023-03-14,CUST_0674,324.54,Electronics,Mobile,Canada,New South Wales
2023-03-14,CUST_0449,10.64,Clothing,Mobile,United States,New South Wales
2023-03-14,CUST_0725,148.33,Toys,Mobile,United Kingdom,Texas
2023-03-14,CUST_0404,419.27,Beauty,Mobile,United States,Texas
2023-03-14,CUST_0341,227.37,Toys,Mobile,United Kingdom,British Columbia
2023-03-14,CUST_0421,382.44,Toys,Tablet,Australia,Texas
2023-03-14,CUST_0607,323.64,Electronics,Mobile,United States,Queensland
2023-03-15,CUST_0292,199.42,Clothing,Tablet,Canada,Florida
2023-03-15,CUST_0601,246.17,Books,Desktop,Australia,Florida
2023-03-15,CUST_0134,240.66,Beauty,Desktop,United States,New South Wales
2023-03-15,CUST_0712,383.37,Beauty,Tablet,Canada,Queensland
2023-03-15,CUST_0379,310.33,Beauty,Desktop,Canada,New York
2023-03-15,CUST_0400,60.79,Clothing,Mobile,United States,Texas
2023-03-15,CUST_0576,41.08,Clothing,Mobile,United Kingdom,Texas
2023-03-15,CUST_0478,429.18,Sports,Tablet,United States,Texas
2023-03-15,CUST_0477,332.04,Books,Tablet,United Kingdom,California
2023-03-15,CUST_0536,90.97,Toys,Tablet,Canada,British Columbia
2023-03-15,CUST_0773,237.15,Clothing,Mobile,Australia,New South Wales
2023-03-16,CUST_0659,39.8,Home & Garden,Mobile,Australia,Texas
2023-03-16,CUST_0698,128.55,Home & Garden,Tablet,Australia,New York
2023-03-16,CUST_0288,176.18,Home & Garden,Tablet,Canada,New South Wales
2023-03-16,CUST_0552,447.36,Toys,Tablet,Australia,Texas
2023-03-16,CUST_0367,281.8,Clothing,Mobile,Australia,Florida
2023-03-16,CUST_0047,427.5,Clothing,Desktop,United States,Texas
2023-03-16,CUST_0669,25.81,Home & Garden,Mobile,Canada,British Columbia
2023-03-16,CUST_0193,477.37,Beauty,Tablet,United Kingdom,New York
2023-03-16,CUST_0158,431.73,Toys,Mobile,Australia,British Columbia
2023-03-16,CUST_0150,32.85,Beauty,Tablet,Australia,Ontario
2023-03-16,CUST_0213,400.28,Sports,Desktop,United Kingdom,New South Wales
2023-03-16,CUST_0574,433.59,Electronics,Mobile,Australia,Florida
2023-03-16,CUST_0109,43.6,Toys,Mobile,United Kingdom,Queensland
2023-03-16,CUST_0282,136.25,Beauty,Tablet,Canada,New York
2023-03-16,CUST_0395,162.36,Clothing,Tablet,Canada,Queensland
2023-03-16,CUST_0480,225.78,Clothing,Mobile,Canada,British Columbia
2023-03-17,CUST_0581,306.5,Beauty,Mobile,United Kingdom,British Columbia
2023-03-17,CUST_0714,171.82,Toys,Desktop,United States,Ontario
2023-03-17,CUST_0544,155.33,Toys,Mobile,Canada,Texas
2023-03-17,CUST_0485,375.78,Sports,Mobile,United States,New South Wales
2023-03-17,CUST_0413,333.74,Sports,Desktop,Australia,British Columbia
2023-03-17,CUST_0640,395.21,Beauty,Mobile,Canada,Ontario
2023-03-17,CUST_0633,228.78,Beauty,Mobile,Australia,Florida
2023-03-17,CUST_0666,437.79,Beauty,Mobile,United Kingdom,California
2023-03-17,CUST_0339,21.3,Clothing,Mobile,United Kingdom,Florida
2023-03-17,CUST_0577,373.3,Toys,Mobile,United Kingdom,California
2023-03-17,CUST_0431,216.78,Beauty,Desktop,United Kingdom,Ontario
2023-03-17,CUST_0571,269.89,Toys,Desktop,Canada,Texas
2023-03-17,CUST_0693,185.16,Beauty,Desktop,Australia,Florida
2023-03-17,CUST_0179,75.87,Toys,Desktop,Canada,Florida
2023-03-17,CUST_0370,301.98,Sports,Mobile,Australia,Queensland
2023-03-17,CUST_0441,319.34,Beauty,Desktop,United States,Ontario
2023-03-17,CUST_0256,374.13,Sports,Tablet,Canada,New York
2023-03-17,CUST_0627,233.98,Sports,Mobile,Canada,Texas
2023-03-17,CUST_0282,249.21,Electronics,Tablet,United Kingdom,Florida
2023-03-17,CUST_0109,372.73,Home & Garden,Desktop,United States,Ontario
2023-03-18,CUST_0076,154.51,Books,Mobile,United States,Texas
2023-03-18,CUST_0172,479.47,Books,Tablet,Australia,Ontario
2023-03-18,CUST_0130,418.59,Electronics,Tablet,Canada,Texas
2023-03-18,CUST_0482,370.13,Clothing,Mobile,United States,New South Wales
2023-03-18,CUST_0486,146.66,Sports,Tablet,Australia,Texas
2023-03-18,CUST_0417,364.45,Electronics,Tablet,Australia,British Columbia
2023-03-18,CUST_0609,275.01,Books,Mobile,United States,California
2023-03-18,CUST_0073,39.07,Home & Garden,Tablet,United States,California
2023-03-18,CUST_0169,107.25,Clothing,Mobile,United Kingdom,British Columbia
2023-03-18,CUST_0795,109.52,Clothing,Tablet,United States,Queensland
2023-03-18,CUST_0757,400.19,Books,Mobile,United Kingdom,New York
2023-03-18,CUST_0451,220.91,Books,Mobile,United States,Queensland
2023-03-18,CUST_0091,190.59,Toys,Tablet,Canada,Texas
2023-03-18,CUST_0739,159.25,Toys,Tablet,United States,British Columbia
2023-03-18,CUST_0725,373.82,Sports,Desktop,United Kingdom,Ontario
2023-03-19,CUST_0742,235.09,Beauty,Tablet,United States,California
2023-03-19,CUST_0144,104.62,Beauty,Tablet,Canada,Queensland
2023-03-19,CUST_0017,176.25,Books,Tablet,United States,New South Wales
2023-03-19,CUST_0403,333.49,Beauty,Desktop,United States,Ontario
2023-03-19,CUST_0055,291.86,Clothing,Desktop,United States,Ontario
2023-03-19,CUST_0014,424.29,Toys,Tablet,United States,New South Wales
2023-03-19,CUST_0531,239.79,Electronics,Desktop,Canada,California
2023-03-19,CUST_0416,287.53,Sports,Mobile,Canada,Texas
2023-03-19,CUST_0346,121.67,Clothing,Mobile,United Kingdom,New South Wales
2023-03-19,CUST_0564,95.89,Beauty,Tablet,Canada,California
2023-03-19,CUST_0593,379.61,Electronics,Mobile,United States,Florida
2023-03-19,CUST_0449,470.66,Home & Garden,Tablet,United Kingdom,California
2023-03-19,CUST_0643,333.81,Home & Garden,Mobile,Australia,New York
2023-03-19,CUST_0520,336.25,Sports,Tablet,Canada,Queensland
2023-03-19,CUST_0054,146.24,Electronics,Desktop,United States,Ontario
2023-03-20,CUST_0463,37.88,Toys,Mobile,United States,Texas
2023-03-20,CUST_0503,54.23,Clothing,Tablet,Canada,California
2023-03-20,CUST_0005,271.55,Beauty,Mobile,United States,British Columbia
2023-03-20,CUST_0658,126.65,Beauty,Tablet,Australia,British Columbia
2023-03-20,CUST_0118,424.93,Electronics,Mobile,United Kingdom,California
2023-03-20,CUST_0130,426.93,Toys,Desktop,Canada,New South Wales
2023-03-20,CUST_0506,397.36,Sports,Mobile,United States,New South Wales
2023-03-20,CUST_0259,19.63,Beauty,Mobile,Canada,Texas
2023-03-20,CUST_0391,58.35,Home & Garden,Desktop,Canada,New South Wales
2023-03-20,CUST_0746,323.75,Toys,Tablet,United Kingdom,California
2023-03-20,CUST_0337,375.16,Electronics,Desktop,United States,New South Wales
2023-03-20,CUST_0363,341.53,Beauty,Tablet,United States,Ontario
2023-03-20,CUST_0479,166.76,Toys,Tablet,Canada,Ontario
2023-03-20,CUST_0330,85.23,Beauty,Tablet,Canada,California
2023-03-20,CUST_0177,37.35,Sports,Desktop,United Kingdom,Ontario
2023-03-20,CUST_0410,69.7,Books,Tablet,United Kingdom,California
2023-03-20,CUST_0045,188.18,Clothing,Tablet,United States,Ontario
2023-03-21,CUST_0591,383.92,Clothing,Mobile,Australia,Ontario
2023-03-21,CUST_0387,219.97,Sports,Mobile,Canada,New York
2023-03-21,CUST_0568,484.08,Beauty,Desktop,United Kingdom,New South Wales
2023-03-21,CUST_0299,323.41,Books,Desktop,United Kingdom,California
2023-03-21,CUST_0613,480.33,Sports,Tablet,Canada,California
2023-03-21,CUST_0289,69.56,Home & Garden,Mobile,United Kingdom,California
2023-03-21,CUST_0736,180.18,Toys,Mobile,Australia,California
2023-03-21,CUST_0100,76.44,Home & Garden,Mobile,Australia,Queensland
2023-03-21,CUST_0574,123.8,Clothing,Mobile,Canada,New South Wales
2023-03-21,CUST_0210,446.74,Sports,Desktop,United States,Texas
2023-03-21,CUST_0474,412.8,Books,Tablet,Australia,New York
2023-03-21,CUST_0642,428.77,Toys,Desktop,Australia,Florida
2023-03-21,CUST_0623,431.69,Clothing,Tablet,Canada,Texas
2023-03-21,CUST_0470,204.39,Books,Tablet,United States,California
2023-03-21,CUST_0233,229.23,Home & Garden,Tablet,United States,California
2023-03-21,CUST_0457,445.2,Beauty,Desktop,United States,Ontario
2023-03-21,CUST_0267,395.85,Sports,Mobile,United States,California
2023-03-21,CUST_0570,303.41,Home & Garden,Tablet,Canada,California
2023-03-21,CUST_0003,407.31,Beauty,Tablet,Canada,California
2023-03-21,CUST_0412,118.31,Home & Garden,Mobile,United States,Florida
2023-03-21,CUST_0571,465.4,Home & Garden,Desktop,United Kingdom,Queensland
2023-03-21,CUST_0274,253.02,Home & Garden,Tablet,Canada,Ontario
2023-03-21,CUST_0412,460.85,Beauty,Tablet,United States,Queensland
2023-03-21,CUST_0227,219.77,Electronics,Tablet,Canada,New York
2023-03-21,CUST_0077,229.92,Books,Desktop,United Kingdom,California
2023-03-21,CUST_0709,212.94,Sports,Desktop,Australia,Florida
2023-03-22,CUST_0580,180.13,Home & Garden,Tablet,United Kingdom,Texas
2023-03-22,CUST_0407,223.75,Home & Garden,Desktop,United Kingdom,New South Wales
2023-03-22,CUST_0298,150.94,Beauty,Desktop,United Kingdom,Queensland
2023-03-22,CUST_0240,337.61,Sports,Mobile,Australia,Queensland
2023-03-22,CUST_0120,496.95,Sports,Desktop,Australia,Ontario
2023-03-22,CUST_0573,294.44,Books,Desktop,Australia,British Columbia
2023-03-22,CUST_0278,60.99,Home & Garden,Tablet,Canada,British Columbia
2023-03-22,CUST_0497,86.9,Books,Desktop,Canada,Florida
2023-03-22,CUST_0044,117.31,Clothing,Desktop,Canada,British Columbia
2023-03-22,CUST_0152,443.27,Clothing,Tablet,Australia,Ontario
2023-03-22,CUST_0204,27.83,Clothing,Desktop,United Kingdom,California
2023-03-22,CUST_0041,86.41,Books,Mobile,Canada,Florida
2023-03-22,CUST_0253,134.92,Beauty,Tablet,Canada,California
2023-03-22,CUST_0326,237.38,Books,Mobile,Australia,Ontario
2023-03-22,CUST_0680,50.67,Toys,Tablet,United Kingdom,Texas
2023-03-22,CUST_0518,375.13,Sports,Desktop,United States,California
2023-03-22,CUST_0599,456.55,Books,Tablet,United Kingdom,New South Wales
2023-03-22,CUST_0139,285.64,Toys,Mobile,United States,California
2023-03-23,CUST_0261,357.3,Electronics,Tablet,Canada,British Columbia
2023-03-23,CUST_0482,321.48,Books,Mobile,United States,British Columbia
2023-03-23,CUST_0137,182.63,Books,Tablet,Canada,Queensland
2023-03-23,CUST_0759,207.11,Clothing,Tablet,Canada,California
2023-03-23,CUST_0308,406.99,Electronics,Desktop,United Kingdom,Texas
2023-03-23,CUST_0457,139.02,Home & Garden,Mobile,Canada,Ontario
2023-03-23,CUST_0319,346.66,Sports,Desktop,United Kingdom,Queensland
2023-03-23,CUST_0687,36.47,Books,Mobile,Canada,New South Wales
2023-03-23,CUST_0428,29.63,Home & Garden,Tablet,United States,New South Wales
